                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    127,                0.80235,                0.66319,                 1.1603,                 0.8743,                 0.7157,                0.78107,                0.56923,                 1.3502,                 1.3093,                 1.4782,              0.0002625,              0.0002625,              0.0002625
                    128,                0.78672,                0.66657,                 1.1498,                0.83472,                 0.7304,                0.77552,                0.56708,                 1.3447,                 1.3188,                  1.473,              0.0002526,              0.0002526,              0.0002526
                    129,                0.79167,                 0.6524,                 1.1511,                0.86288,                0.70957,                0.76493,                0.55826,                 1.3654,                 1.4114,                 1.4914,              0.0002427,              0.0002427,              0.0002427
                    130,                0.79902,                0.64697,                 1.1576,                0.86745,                0.72423,                0.77147,                0.56399,                 1.3628,                 1.3784,                 1.4824,              0.0002328,              0.0002328,              0.0002328
                    131,                0.77575,                0.64709,                 1.1416,                0.85983,                0.72767,                0.76948,                0.55775,                 1.3709,                 1.3838,                 1.4895,              0.0002229,              0.0002229,              0.0002229
                    132,                0.78094,                0.65089,                 1.1446,                0.81068,                0.73652,                0.76418,                0.55861,                  1.361,                 1.4101,                 1.4796,               0.000213,               0.000213,               0.000213
                    133,                0.78965,                0.64479,                 1.1469,                0.80769,                 0.7353,                0.76903,                0.56655,                 1.3312,                 1.3527,                 1.4493,              0.0002031,              0.0002031,              0.0002031
                    134,                0.77512,                0.64169,                 1.1432,                0.82542,                0.73375,                0.77044,                0.56896,                 1.3292,                 1.3576,                 1.4531,              0.0001932,              0.0001932,              0.0001932
                    135,                0.77075,                0.63188,                 1.1478,                0.85535,                0.71513,                  0.769,                0.56512,                 1.3263,                 1.3471,                 1.4533,              0.0001833,              0.0001833,              0.0001833
                    136,                0.78469,                0.63983,                 1.1449,                0.84195,                0.72713,                0.76727,                0.56354,                 1.3291,                 1.3612,                 1.4504,              0.0001734,              0.0001734,              0.0001734
                    137,                0.76814,                0.62176,                 1.1363,                0.81177,                0.74455,                0.77055,                 0.5695,                 1.3113,                 1.3489,                 1.4427,              0.0001635,              0.0001635,              0.0001635
                    138,                0.78093,                0.63919,                 1.1426,                0.79516,                0.75204,                0.76836,                0.56848,                 1.3219,                 1.3591,                 1.4513,              0.0001536,              0.0001536,              0.0001536
                    139,                 0.7624,                0.61566,                 1.1293,                0.83639,                0.73839,                0.77639,                0.57145,                 1.3338,                 1.3463,                 1.4615,              0.0001437,              0.0001437,              0.0001437
                    140,                0.76157,                0.62273,                  1.134,                0.83503,                0.74878,                0.77199,                0.57046,                 1.3446,                 1.3451,                 1.4712,              0.0001338,              0.0001338,              0.0001338
                    141,                0.72429,                0.48291,                 1.0987,                0.83129,                0.75858,                0.77535,                0.57066,                 1.3488,                 1.3272,                 1.4788,              0.0001239,              0.0001239,              0.0001239
                    142,                0.72065,                0.47247,                 1.0928,                0.84231,                0.74919,                0.77606,                0.57265,                 1.3423,                 1.3577,                 1.4726,               0.000114,               0.000114,               0.000114
                    143,                0.71128,                0.46356,                 1.0907,                0.84186,                0.74592,                0.77615,                0.57251,                 1.3417,                 1.3696,                 1.4656,              0.0001041,              0.0001041,              0.0001041
                    144,                0.69976,                0.44579,                 1.0766,                0.84271,                0.74627,                0.77581,                0.57678,                 1.3314,                 1.3727,                  1.459,               9.42e-05,               9.42e-05,               9.42e-05
                    145,                 0.6976,                0.44536,                 1.0744,                0.83406,                0.75736,                0.77635,                 0.5799,                 1.3341,                 1.3853,                 1.4653,               8.43e-05,               8.43e-05,               8.43e-05
                    146,                0.69493,                0.43519,                 1.0692,                0.83881,                0.75408,                 0.7744,                0.57882,                  1.333,                 1.3766,                 1.4645,               7.44e-05,               7.44e-05,               7.44e-05
                    147,                0.68795,                0.43722,                 1.0751,                0.82603,                0.76185,                0.77162,                0.57376,                 1.3242,                 1.3729,                 1.4597,               6.45e-05,               6.45e-05,               6.45e-05
                    148,                0.67559,                0.43093,                 1.0655,                0.81148,                0.76512,                0.76752,                0.57389,                 1.3278,                 1.3833,                 1.4614,               5.46e-05,               5.46e-05,               5.46e-05
