                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.87247,                0.74899,                 1.2067,                0.87484,                0.76975,                0.83627,                0.65024,                 1.0051,                 1.0538,                 1.1744,              0.0007971,              0.0007971,              0.0007971
                     74,                0.89714,                0.77512,                 1.2118,                 0.8703,                0.76565,                0.84983,                0.66103,                0.98843,                0.97236,                 1.1745,              0.0007872,              0.0007872,              0.0007872
                     75,                0.88241,                0.75655,                 1.2126,                 0.8729,                0.80694,                 0.8524,                 0.6602,                0.98137,                0.97616,                 1.1566,              0.0007773,              0.0007773,              0.0007773
                     76,                0.86393,                0.74547,                 1.1989,                0.83656,                0.76307,                0.81947,                0.61967,                 1.0437,                 1.1799,                 1.2109,              0.0007674,              0.0007674,              0.0007674
                     77,                0.87464,                0.73993,                 1.2097,                0.86672,                0.80373,                 0.8571,                 0.6591,                 1.0082,                0.97452,                  1.171,              0.0007575,              0.0007575,              0.0007575
                     78,                0.86972,                0.73455,                 1.2074,                0.85456,                0.75517,                0.82315,                 0.6433,                 1.0005,                 1.0067,                 1.1775,              0.0007476,              0.0007476,              0.0007476
                     79,                0.87184,                0.73891,                 1.2122,                 0.8781,                0.80106,                0.85462,                0.66318,                 1.0242,                0.95274,                 1.2139,              0.0007377,              0.0007377,              0.0007377
                     80,                0.86444,                0.73443,                 1.1903,                 0.8511,                0.78963,                0.84539,                0.65055,                0.98619,                 0.9417,                 1.1695,              0.0007278,              0.0007278,              0.0007278
                     81,                0.85898,                0.72693,                 1.1912,                0.87483,                 0.7884,                0.84733,                 0.6658,                0.93923,                0.97909,                 1.1275,              0.0007179,              0.0007179,              0.0007179
                     82,                0.87406,                 0.7338,                 1.2061,                0.86274,                0.78508,                0.84024,                0.65286,                0.99143,                 1.0837,                 1.1701,               0.000708,               0.000708,               0.000708
                     83,                0.85296,                0.72609,                 1.1921,                0.86635,                0.82245,                0.86174,                 0.6691,                0.94853,                0.96687,                 1.1539,              0.0006981,              0.0006981,              0.0006981
                     84,                0.85139,                0.72049,                 1.1918,                0.86753,                0.82747,                0.86788,                0.67325,                0.94752,                0.88025,                 1.1284,              0.0006882,              0.0006882,              0.0006882
                     85,                 0.8682,                0.72588,                 1.2039,                0.86579,                0.84168,                0.86934,                0.67495,                0.93916,                0.87219,                 1.1175,              0.0006783,              0.0006783,              0.0006783
