                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                0.92101,                 0.8568,                 1.2616,                0.68789,                0.59627,                0.63766,                0.44702,                 1.2202,                 1.1559,                 1.2458,               0.005314,               0.005314,               0.005314
                     74,                0.92223,                0.84565,                 1.2673,                0.68297,                0.60413,                0.64217,                 0.4444,                 1.2127,                 1.1559,                 1.2386,               0.005248,               0.005248,               0.005248
                     75,                0.92838,                0.85088,                 1.2638,                0.76736,                0.58842,                0.66537,                0.45586,                 1.1999,                 1.1262,                 1.2311,               0.005182,               0.005182,               0.005182
                     76,                0.91644,                0.83323,                  1.256,                  0.672,                 0.6158,                0.65918,                0.45277,                 1.2048,                 1.1321,                 1.2393,               0.005116,               0.005116,               0.005116
                     77,                0.91653,                0.83332,                 1.2618,                0.64852,                0.62098,                0.64689,                0.44276,                 1.2146,                 1.1445,                 1.2413,                0.00505,                0.00505,                0.00505
                     78,                 0.9209,                0.83564,                 1.2614,                0.65695,                0.62532,                0.64312,                0.44095,                 1.2242,                 1.1311,                   1.25,               0.004984,               0.004984,               0.004984
                     79,                0.91579,                0.82686,                 1.2562,                0.69677,                 0.6089,                0.64466,                0.44265,                 1.2222,                 1.1263,                 1.2473,               0.004918,               0.004918,               0.004918
                     80,                0.89899,                0.81913,                 1.2459,                 0.7034,                0.62443,                0.65756,                0.44615,                 1.2308,                 1.1086,                 1.2509,               0.004852,               0.004852,               0.004852
                     81,                0.90303,                0.82285,                 1.2513,                0.68673,                0.64424,                0.66181,                0.45025,                 1.2199,                 1.1033,                 1.2409,               0.004786,               0.004786,               0.004786
                     82,                0.91099,                0.82596,                 1.2604,                0.69197,                0.63841,                0.66627,                0.45424,                 1.2188,                 1.0994,                 1.2352,                0.00472,                0.00472,                0.00472
                     83,                 0.8994,                0.82256,                 1.2486,                0.70212,                 0.6264,                0.65824,                0.45017,                 1.2141,                 1.1094,                 1.2333,               0.004654,               0.004654,               0.004654
                     84,                0.89392,                0.80438,                 1.2458,                0.69488,                0.62571,                0.65657,                0.44818,                 1.2229,                 1.1186,                 1.2407,               0.004588,               0.004588,               0.004588
                     85,                0.90198,                0.80952,                 1.2473,                0.70556,                0.60302,                0.65114,                0.44789,                 1.2254,                 1.1349,                 1.2388,               0.004522,               0.004522,               0.004522
                     86,                0.90807,                0.81592,                 1.2509,                0.73385,                0.58873,                0.65274,                0.44883,                 1.2294,                 1.1335,                 1.2422,               0.004456,               0.004456,               0.004456
                     87,                0.89657,                0.80776,                 1.2422,                0.71736,                0.58886,                0.65428,                0.44679,                 1.2267,                 1.1333,                 1.2466,                0.00439,                0.00439,                0.00439
                     88,                0.88647,                0.78854,                 1.2358,                0.66295,                0.60905,                0.64537,                0.44719,                 1.2267,                  1.134,                 1.2499,               0.004324,               0.004324,               0.004324
                     89,                0.88834,                0.78753,                 1.2383,                0.66694,                0.62345,                0.65302,                0.45019,                 1.2271,                 1.1162,                 1.2511,               0.004258,               0.004258,               0.004258
                     90,                0.89274,                0.79674,                 1.2408,                0.67533,                0.62267,                0.65613,                0.45149,                 1.2268,                 1.1097,                 1.2504,               0.004192,               0.004192,               0.004192
                     91,                0.89669,                0.79277,                 1.2414,                0.66407,                0.61579,                0.65679,                0.45528,                 1.2213,                 1.1056,                 1.2494,               0.004126,               0.004126,               0.004126
                     92,                0.88387,                0.79089,                 1.2343,                0.68603,                0.61159,                0.65821,                0.45465,                 1.2177,                 1.1033,                 1.2476,                0.00406,                0.00406,                0.00406
                     93,                0.87953,                0.78665,                 1.2308,                0.66701,                0.63009,                0.65993,                0.45482,                 1.2135,                  1.098,                 1.2444,               0.003994,               0.003994,               0.003994
                     94,                0.87251,                0.76697,                 1.2247,                0.72165,                0.61287,                0.66551,                0.45756,                 1.2149,                 1.1011,                 1.2446,               0.003928,               0.003928,               0.003928
                     95,                0.87832,                 0.7782,                 1.2294,                0.71535,                0.61956,                0.66796,                0.45929,                 1.2184,                 1.0991,                 1.2459,               0.003862,               0.003862,               0.003862
                     96,                 0.8746,                0.77864,                 1.2285,                0.68246,                0.62604,                0.66865,                 0.4609,                 1.2166,                 1.1037,                 1.2447,               0.003796,               0.003796,               0.003796
                     97,                0.88006,                0.77295,                 1.2344,                0.67538,                0.64808,                0.67169,                0.46112,                 1.2195,                 1.0997,                 1.2463,                0.00373,                0.00373,                0.00373
                     98,                0.87451,                0.76182,                 1.2294,                  0.684,                0.63301,                0.67334,                 0.4631,                 1.2239,                 1.1074,                 1.2492,               0.003664,               0.003664,               0.003664
                     99,                0.88125,                0.76014,                 1.2251,                0.69107,                0.63639,                0.67647,                 0.4655,                 1.2238,                 1.1017,                 1.2495,               0.003598,               0.003598,               0.003598
                    100,                0.87615,                0.75832,                  1.222,                0.69301,                0.63562,                0.67272,                0.46351,                 1.2238,                 1.1043,                 1.2502,               0.003532,               0.003532,               0.003532
